Emotion,Text
Joy,"@DanielaBlume ayer vi la fiesta Argentina en Gh, probaste el mate amargo bien argentino? Tienes que aprender a tomarlo para el desayuno😄"
Joy,@KidGuilty @cathy @cokep Y cuando mató a otro q no me acuerdo pero una wna fue con su mamá al hospital de Buin 😂
Joy,"La dicha esta donde la eneuentras, muy rara vez donde la buscan. - J. Petit"
Joy,"Me toco la mejor taxista, volumen justo y terremoto pa tu cola, olvídate que mujer tan agradable"
Joy,@antronco2082 Estaba fuera de peligro.
Joy,Uh me re emocione con esa canción 
Joy,la satisfacción de hablar solo
Joy,Es que me dicen que comeré perche y se me pone una sonrisa de oreja a oreja❤️
Joy,La pelea de la playa de WW es un gustazo por mucho CGI que tenga <3
Joy,titi iba a poner la alarma en la calculadora JAJAJAJJA
Joy,"Rock of ages de Tom Cruise en argumento no es tan buena, pero su soundtrack es espectacular. Para los amantes de la música de los 80s "
Joy,Que hp tiradero de risa ese tío mío jajaja
Joy,@anettemicheltv me podrías mandar un 💋 de Buenas Noches? 
Joy,"@juankfromchile En todo caso fue entretenida la conversación , buenas noches"
Joy,"No juzgues cada día por lo que cosechas, sino por lo que plantas. #Feliz inicio de semana."
Joy,Y empeze a estar orgulloso de mi desde el año pasado que aprendi a soltar todo aquello que ya no se quiera quedar.
Joy,¿Les ha pasado que alguna vez estas buscando tu lápiz y al final lo tienes en tu mano? Algo así pasa con la felicidad.
Joy,"Hoy le compre un regalo a mi ahijada, y la mina me dice ""cuanto tiene tu beba"" pero por dios q mujer desagradable jajajajaj"
Joy,"Me acorde del momento de ayer e instantáneamente sonreí, enganchada? No, ni ahí "
Joy,@alvarojoa28 Feliz día amiguito ♥️
Joy,Pandi 🦄✋🍃  -Osos(? -Kard -Una acc fav  -agradable persona ahre  No llegó a 5💔
Joy,La risa de pelotudo no te la robo mostri👌😂😝
Joy,La fundadora de mi academia de piano es una señora viejita y orgullosa de sus éxitos. Espero poder llegar a ser como ella!!
Joy,Millones de razones para sonreír & darle gracias a dios por todos ✨
Joy,@rafael_lombardo Valió la pena!!!
Joy,"@milaaagros2 @BrisaBaier no te conviene, es una pesadilla esta piba jajajaja"
Joy,@MiicaaJunior Que ni culo inquieto es😒😂
Joy,@Naano_MB Jajajajajajaja estamos enfermos 
Joy,✴Feliz Día ✴  para quienes se considera un amigo..
Joy,"Mis amigos lo son todo, ojalá nunca me falten. ¡Feliz día! Los amo ❤️"
Joy,"Nube, regresame las estrellas yo quiero encontrar la más brillante de ellas,  sueña corazón💙😇🎶"
Joy,tremenda siesta jajajajajajaja me voy a la mierda siempre me despierto a cualquier hora
Joy,"@SANTItoSANTI @mariobautista_ Merece lo mejor del mundo, es un ángel y siempre estaré orgullosa de apoyarlo :')❤"
Joy,"@milebebe claro, mira el tolima perdió con nosotros por igual marcador y hoy ganó"
Joy,Jajajaja soy un paranoico de mierda 😅
Joy,#DeNocheenlaCiudad @LeonardoUrregoM  sin duda alguna la sorpresa de la noche fue la canción que interpretó @CamVelandia de @piso21music
Joy,@HeavyDirtyLine_ ¡¡¡FELIZ CUMPLEAÑOS!!! Fuiste una de las primeras personas que conocí y aunque casi no nos hablemos te tengo en mi corazón.
Joy,Lo bacán de ser más patito feo que divina es que jamás vas a encontrar a alguien haciéndote pasar por ti. PUNTO A MI FAVOR 
Joy,Llevarle comida a tu novio y verle esa carita de felicidad 🙈❤️
Joy,@Gabymarr_10 Jajaja chistosa 😂😂😂😂 En nuestro caso no aplica eso jajajaja
Joy,@PauDybala_JR @douglascosta Tremenda dupla se viene 😍 @juniorarias92
Joy,Ante última alarma 👐😍 #LaFelicidaaaat
Joy,"#ndc soy una minita re pacífica ,cero rencores ,pero me encanta el gustito de la venganza."
Joy,@SoyQuemero_web una cancion dice HAY VIENE EL NEGRO RAMON BAILANDO ALEGRE EL BAYON
Joy,Dichosas las niñas que no tienen las axilas manchadas jajaja 😟
Joy,@NQueipul Chamuyatelo! 😉 Debe tener plata! 
Joy,de ti quiero mas bellaquera menos timidez
Joy,@Frantuitti Te llevarás mejor con mi mamá xd ven a ver sus dramas a la casa... Lo ama con pasión y locura 
Joy,"@jbryan_x Fui a verla el año pasado y tuvo su toque divertido pero esperaba más, ya veremos cómo va esta 😃"
Joy,Hoy si me di gusto jugando xbox
Joy,No debe haber cosa mas linda que ver a la gente sonreír !!
Joy,Su sonrisa es perfecta 
Joy,Timi y si gringi di cimpi😂 Han cansado hoy
Joy,"@ValeDesavado Jajajaja y si, ni la alarma de tu casa te despierta hdp"
Joy,"@IvanMarquezFARC Llena de satisfacción y orgullo a la Colombia de gente buena, no a la Colombia de hijos de puta asesinos como usted..."
Joy,"Tenía desde que estaba en secu en 2o sin pelearme por redes sociales, que bien se siente descargar tu enojo escribiendo JAJAJA"
Joy,@_Vikinga_ @whitesheeptw jajajaja así es  
Joy,🤑Terrible lo bien que me caes! sos muy buena onda y copado😊🤙
Joy,Ya puse mis mejores canciones para esta etapa de enojo pasarla bien chingona
Joy,@Sofiaaaeiou_ ¿Cuál es la pelea? Jajajajajaja la chismosa.
Joy,De ti quiero más bellaquera menos timidez
Joy,El gozo del Señor es contagioso. #LaAdoraciónADiosEngrandeceLaNación
Joy,"cuando me preguntan por qué tal persona es mi idol, simplemente le respondo porque me hace sonreír cuando estoy hecha mierda y es verdad lpm"
Joy,@Seba_Ballester Jajaj si fue divertido dispararle a ese negro 🙂😐
Joy,"Fui hecha mierda a la cancha pero que manera de disfrutarrrrr, terrible partido"
Joy,"Debería estar haciendo una tarea de adoctrinamiento izquierdista, pero me la paso por el forro y mejor estoy cantando alegremente =D"
Joy,"No tengas un cuerpo delgado, ten uno fuerte, rápido, ágil y en forma."
Joy,"Ya funciona, gracias @CinthitaLeon 😘. Ya nada @NetflixLAT 😀"
Joy,"Con la suerte que tengo, muy probablemente voy a reencarnar en mi mismo!!! 😂 #Sarcásmo"
Joy,"@ItzelBarajaas Te sigo de hace tiempo, y hoy tuve la fortuna de verte en el estadio, quise hablarte pero me dio pena😂🔴⚪"
Joy,Adivinen quién se va #Cuzco el próximo mes 🙋 #Feliz ❤👌
Joy,"Echenique:""Esto le sirve al PP para insultar a Carmena1mujer q es jueza y q ha luchado toda su vidaxlo derechos humanos"".👏 #HomenajeBlancoEP"
Joy,@CaffeinatedDr Jajaja don Ale va a estar tan feliz que va a dejarme andar en Keds 
Joy,@sebaaasalazar Jaja interesante ! Suena tentador jaja aprendería a nadar 
Joy,"@Ashleymusica Sii 😂💔, eso si es incómodo Ash 😂😂"
Joy,@MexicanCodersMX Ya me había emocionado  #CD9 #Coders #AlonsoVillalpandoTrendy #HarryStyles #KCAMexico
Joy,@JuventusGO Excelente noticia. Ese culebron ya me tenia preocupado. Saludos.
Joy,Ir a su casa y ponerle una goliza en el FIFA: me siento entretenido(a)
Joy,@SebasDominguezs @Mariano817 @LAVOZcomar Buenísimo!!! Si lo puedes lograr hacer para mañana te espero ansioso.
Joy,Che estoy saliendo 3 findes seguidos 
Joy,Dios me bendice todos los días si no aquien le debo mi gloria y fortuna 😇😇😇
Joy,@Camila_Cabello @BrunoMars QUE LINDO TODO ESTOT MUY EMOCIONADA
Joy,Es idea mía o tembló? Quizás estoy hueona y solo se me movió el piso a mi (? 😅
Joy,@ponchito_rubio Es el requisito número uno para ser papás we jajajaja echarse un caldazo hirviendo para combatir fuego con fuego. 🔥
Joy,@richarddigo No se la verdad explicame como te tengo de amargado jajajajajajjajajajajajaja
Joy,Otra vez se me viene esta frase tan graciosa que una vez compartio una amiga y me quedo sonando.....
Joy,"Hola Como amaneciste?  Akostado  Jajaja .ue gracioso! Como estas?  Sentado  Jaja En serio!  Que mas?  No, no quemo."
Joy," LIKE SI ERES ARMY  "" REPORTENSE ARMYS """" Y TODAS ESAS WEAS .... NO QUIERO OFENDER ,PERO ME TURBO CAGAN ESAS WEA AAAAAAH - c muere - ;;;;"
Joy,Me mola la gente que responde #Ironia
Joy,"Papi pone la tacoma abajo para que yo pueda dormir con aire ☺️☺️ Tacoma 2017 te amo, gracias por traer receptáculo "
Joy,@Maguizanini Ah sos graciosa sos
Joy,"Lo peor es que ella habla como si en católica te preguntaran nombres de autores y cosas así, por ser literatura, es tan gracioso."
Joy,Angeles me cuidan y guían mi bienestar🎵
Joy,@saamuelperez este negro es muy gracioso se ve cool
Joy,Cámbiaste mi vida le diste alegría
Joy,A mi aveces se me olvida que existe Messenger y respondo a las horasss jaja 
Joy,@richarddigo No creo yo eso jajajajaja si conmigo estas amargado
Joy,@itsjoelpimentel dice tu horoscopo que si estas soltero cuidado con el alcohol lmao 
Joy,"hoy llore prácticamente la mitad del dia, la otra motad fue risa y enojo 😑💣💥"
Joy,@irusanabria Se me van a ver los rollos más que la tanga si sigo con mi felicidad jejej
Joy,@glucksburg_ Soy genial.
Joy,Hay manera de repetir este dia? En serio creo que nunca fui tan feliz
Joy,"Vivo #feliz, #vivo #Danzando, vivo mi #música, vivo #bailando"
Joy,"Estoy tan aburrida que tengo ganas de hacerme amiga de alguien, si, a ese extremo llegó jajajaja"
Joy,Esta muy buena esa frase 
Joy,Ya rompí récord 
Joy,"Dios bendice al pueblo de Venezuela en esta horas de oscuridad, que llegue la luz!!!"
Joy,"Cuando tenía 16 , veía a los de 25 como mayores , súper mayores , meeeega mayores ! 😆 ay papá!"
Joy,Nunca había celebrado el cumpleaños a un profesor con tanto entusiasmo y de corazón 🙊🙁🤔🤷🏻‍♀️
Joy,@martamendoza5 Has el baloto porque estas de una suerte bravaaaaa
Joy,cuando estaba en el colegio en el recreo me ponía con mis amigas a pedirle 100 pesos a todo el que pasará y terminabamos con cule merienda 
Joy,Sonreír a pesar de todas las cosas que pasen es de valientes
Joy,"@Persefone95 antes de ver el que estoy viendo pase por dos primeros capitulos de dos doramas que iugh, hasta que vi ese que me gusto"
Joy,Cuando era chico mi vieja no me queria comprar un autito y quede enojado le meé la cama y le heche la culpa al perro 😂😂😂😂
Joy,jajajajajaj seguimos resentida??
Joy,@mariobautista_ Y sho que :v ntc te amo mi amor 11:14 orgullosa de decir q soy bautister
Joy,"@DanielEguiluz Jajaja nel, sino tu mamá me va a echar la culpa. A parte recuerda que yo estoy de vacaciones. "
Joy,@Bamf_ Pues es mejor una siesta improvisada que un video que por cansancio improvisado quizá cueste hacer jaja
Joy,"@annia_isabella Llevo toda la semana viendo juego de tronos, dejame hablar poeticamente jajajaja "
Joy,@Auriazul1D Ejercicio y un poco de diversión 🤔
Joy,"el directo de hernan me dio toda la felicidad, @hchampionsliga te voy a escuchar siempre."
Joy,Siempre sale uno enojado cuando jugamos a la lotería😂
Joy,a los fake me los imagino así como craig el gordito de malcolm 😆
Joy,"@Sargentoleon @PremiosTuMundo ¡ A  VOTAR !  Todas las bendiciones y éxito , LeónHermozaa , ❤🙏👏 y  ¡SUERTE! 😍😘"
Joy,@mandilu9026 @cindysanr Si es Belinda no importa eh 😅
Joy,Vamos a esta noche a enloquecer 🎶
Joy,@Victoria_Fons No no me pega 😅
Joy,Cómo cuando Dross ya no pública nada bueno... Jajajajajaja 😂  Hasta @TeVeoGeek sale en uno de sus vídeos..!!  #Fama #Suscripciones 
Joy,@GolDNakama Jaja pobre Tatara 
Joy,Afortunado de encontrarte. 💘
Joy,Pero igual más adelante puedo hacer otros sondeos jajaja 
Joy,Ya había olvidado lo agradable que se sentía pasarme por acá.
Joy,@mariobautista_ Tu me das tanta felicidad desde él primer día que te conocí
Joy,No fue broma :( lo preguntó en serio hahahahaha
Joy,¡Apple innovando como toda la vida! 😱  El simulador de XCode ya viene con forma de dispositivo real y con botones funcionales.  #Sarcasmo
Joy,Wow!! Que día el de hoy!!! 😍 muy cansada pero todo quedo genial!! Ahora en casita a descansar
Joy,@ArenaZeroOk @Fairy_Tail_DD ¡Claro! Por nuestra parte aceptamos con mucho gusto 👌
Joy,@AndreaBathory sigo viendo Mai-hime. Weeey como extrañaba a Nao y Natsuki 😭 a Alyssa y Miyu awsaydkkskd incluso a la loca de Midori 😭
Joy,"El viernes se viene el frío con lluvia. Ya era necesario, ese clima me pone de buenas y cero amargado. 😀"
Joy,"no les pasa que no les hablan a alguien pq piensan que está enojado, pero resulta que él igual pensaba que tu estabas enojada jaja re lokiz"
Joy,Check list: Boleta de @BrunoMars: ✅😍 Viaje de playa: ✅😍💜 #Felicidad
Joy,"@Panagiotios ME agrada ver tus videos,aunq sean losos como el de los marshmallows! Ese fue muy gracioso!"
Joy,"ya tengo mucho sueño, adiós, y no sean negativos 💖 mañana es festivo, que rico jajaja #SebastianVillalobos #PDCs #SaakTrendy #KCAMexico"
Joy,"@yicoretas Jajajaja super joto ""en la pgr para denunciar sus @""  "
Joy,No me habla nadie terrible garron jaja
Joy,@michellelovera5 @chochos Jajaja  igualitas 
Joy,Cariño y admiración a quienes ejercen esta profesión #Feliz #DíaDelimpresor @mexicoimprime #MéxicoImprimeBien 🇲🇽
Joy,Las cumbias son las q rifan. 
Joy,Aquí en casa para hacerla de Masterchef 😊 #AbreLaComidaEnlatada jaja
Joy,A pero que lindo que anda el internet 🙄😒
Joy,"Me da muchisimo gusto que lograras tu meta del mercedes, pero... ya eres mejor persona?"
Joy,@ElmemoV Alabado sea el descuento jajajaj 
Joy,Qué grata sorpresa ha sido Merida
Joy,"Me encanta ver a mi crush estudiar y que ella vaya entendiendo solita las cosas, me encanta ver su entusiasmo y como le brillan sus ojitos."
Joy,"Me gusta verte, jaja es como si cada pequeña parte de ti le diera más alegría a mi vida"
Joy,@koumeonop Me agarraron enojada nimodoooo jajaja
Joy,"Pues nada, 2016-2017 deprimida re cayendo en el alcohol y aquí sigo...soy maricona, ahora hago ejercicio para estar bien 😅"
Joy,Hoy mi papá me dijo que está preocupado porque aún no tengo novio 😂🤷🏻‍♀️💔
Joy,“la Teoría del chicle” 😂 @Es_Kennia
Joy,"a mi me dijeron ""feliz dia"" y no entendía porque, que garrón ser amigo mio"
Joy,Ahora si dormiré tranquilo 😅
Joy,@Luucianx Yo encantada de recibirlo ahora
Joy,"Me dice ""Feliz dia"" y me lo re trance, amigos son los de abajo y se golpean😂👋"
Joy,Guanlin con quince es el segundo más alto del grupo. El basquet le va perfecto así seguramente juega muy bien.
Joy,JAAAA Q GONZALO DE MIERDA 
Joy,"@mariobautista_ Nos vemos muy pronto, estoy muy orgullosa de ti gracias por todo🙈❣️"
Joy,#FloresParaNairo y como no enviárselas si @NairoQuinCo me hace sentir muy orgulloso de esta tierra que tantos hacen quedar mal
Joy,@kimchimandus Yo siempre estoy perdida! Me salvaste!! Alarma puesta 👍👍👍
Joy,Ximena ayer mató un bicho con sus dedos y pensó que las tripitas embarradas en sus dedos eran pipí del bicho provocada por el susto.
Joy,"La cantidad de personas q fueron parte de mi vida y se fueron,pero q contenta estoy de las q tengo ahora,no pido nada más ❣"
Joy,@WaldoCasal @larisalvarezg @fiorelabarbera les deseo suerte con esto chiquis 🙈👅⚠😔😚 
Joy,@Nicotalleres98 Jajajaja Naa 😆
Joy,JASJJAJSJA En definitiva no hay nada mas chistoso que mi papá con celos.
Joy,Hoy fui a las oficinas de Google y me hice la cool pero la verdad si estaba emocionada ajajajaja
Joy,@MarceloSureno Jajaajajajaja idiota!!! Oyeee suerte!!! Si ganas me debes unos churros! ☝️ acuérdate! 😂😂😂😂😂😂
Joy,Que satisfacción encontrar Diles remix pero aja esperaba mucho más
Joy,Bno bno chicos ya realizando los preparativos para este fin de semana hacer el directo ojala no me coja el temible lag cod bo3 😂😂😅😅☺
Joy,Hay veces q me dan ganas de rajarme un tiro de lo salame q soy 😤
Joy,"No hay nada mejor, que se salga de su fiesta, e ir hasta tú casa, sólo para calmar tú enojo😍😍"
Joy,@Fginer @CsValencia_C @CsCValenciana @CiudadanoVille @Albert_Rivera 👏🏻👏🏻👏🏻 ¡Muchas gracias por haberlo peleado!!
Joy,@MilyGrandis Jaja de nada. 
Joy,"Despertar a golpe de martillo es lo más bonito de este mundo, jeje #ironia"
Joy,ssssta maldita alergia q no se me va 😥
Joy,Quisiera volver a tener 17 mi vida era más divertida 😩
Joy,28. Soy tímida pero cuando tengo confianza me descontrolo ahre
Joy,tengo una alegría cabrona 😤
Joy,"Mañana tengo que actuar lpm toy nervioso, vah es verguenza? Jajaja de travesti lpm 😂😂"
Joy,"@AlbertoRaimundi Hoy me convenciste, me ganaste por cansancio, sos un abosoluto HDP, jajajaja."
Joy,"Últimamente Kai me atrae de sobre manera lpm es que es tan piola, tan alegre, tan hermoso, tan dios del baile, tan bebé tierno, tan bebo"
Joy,@Alb_315 Para mí? 😊
Joy,Hoy pase bañándome sin mentir como hora y media y en serio que me siento más blanca no jodas haha
Joy,No hay cosa que me alegre más el día que ir guiando y ver un perrito en la ventana otro carro jugando con el viento :')
Joy,"Debería de estar leyendo, no viendo mis memes de hace dos años :( hasta llore de la risa... toot toot dooo"
Joy,@losmartines Vamoooos #PeñA!!! El coach está demostrando que es gigante!!!#Leo
Joy,"Y todavía, sigo perdido en el desierto de tu cobardía te lo dije, que si no lo intentas, no sabrías, y si algún día funcionaría.🎵♫♬"
Joy,Lo peor que todos los que hemos citado ese tuit hemos caído jajajajaja de mulas    
Joy,"@CChavez1993 Esto lo he dicho toda mi vida, al fin alguien entiende "
Joy,"@clubleonfc @tigrepastelero JAJAJAJAJAJAJAJAJA te la metieron hasta por las fosas nasales, pedazo de amargo hijo de puta."
Joy,"@vito_cfc @SSFE2017 Jjaakjak , pronto lo haré "
Joy,"Es bonito eso de no dejarse llevar por lo emocional, aplausos. 💪"
Joy,@mariadenext Jaajajjajaa Deneeeeb 
Joy,"@blackjim7 JAJAJAJAJAJAJA pinche manchado, versión ""te lo juro que no estoy amargada"" "
